"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"09/22/2017","AQS","080130003","1","4.3","ug/m3 LC","24","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"09/25/2017","AQS","080130003","1","2","ug/m3 LC","11","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"09/28/2017","AQS","080130003","1","3.5","ug/m3 LC","19","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/01/2017","AQS","080130003","1","1.8","ug/m3 LC","10","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/04/2017","AQS","080130003","1","5.4","ug/m3 LC","30","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/07/2017","AQS","080130003","1","3.1","ug/m3 LC","17","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/10/2017","AQS","080130003","1","4.5","ug/m3 LC","25","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/13/2017","AQS","080130003","1","12.2","ug/m3 LC","57","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/16/2017","AQS","080130003","1","15.4","ug/m3 LC","63","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/19/2017","AQS","080130003","1","8.4","ug/m3 LC","47","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/22/2017","AQS","080130003","1","3","ug/m3 LC","17","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/25/2017","AQS","080130003","1","4","ug/m3 LC","22","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/28/2017","AQS","080130003","1","6.8","ug/m3 LC","38","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"10/31/2017","AQS","080130003","1","5.4","ug/m3 LC","30","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/03/2017","AQS","080130003","1","15.7","ug/m3 LC","63","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/06/2017","AQS","080130003","1","6.7","ug/m3 LC","37","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/09/2017","AQS","080130003","1","12.6","ug/m3 LC","58","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/12/2017","AQS","080130003","1","7.3","ug/m3 LC","41","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/15/2017","AQS","080130003","1","4.2","ug/m3 LC","23","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/18/2017","AQS","080130003","1","4.3","ug/m3 LC","24","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/21/2017","AQS","080130003","1","5.5","ug/m3 LC","31","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/24/2017","AQS","080130003","1","1.6","ug/m3 LC","9","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/27/2017","AQS","080130003","1","2.2","ug/m3 LC","12","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"11/30/2017","AQS","080130003","1","5.7","ug/m3 LC","32","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/03/2017","AQS","080130003","1","8.4","ug/m3 LC","47","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/06/2017","AQS","080130003","1","2.5","ug/m3 LC","14","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/09/2017","AQS","080130003","1","9.7","ug/m3 LC","52","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/12/2017","AQS","080130003","1","9.2","ug/m3 LC","51","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/15/2017","AQS","080130003","1","9.7","ug/m3 LC","52","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/18/2017","AQS","080130003","1","18.4","ug/m3 LC","68","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/21/2017","AQS","080130003","1","5.2","ug/m3 LC","29","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/24/2017","AQS","080130003","1","8.4","ug/m3 LC","47","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/28/2017","AQS","080130003","1","6.9","ug/m3 LC","38","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"12/30/2017","AQS","080130003","1","8.7","ug/m3 LC","48","LONGMONT - MUNICIPAL BLDG","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.1645760009301","-105.100856"
"01/01/2017","AQS","080130012","1","12.2","ug/m3 LC","57","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/04/2017","AQS","080130012","1","11.5","ug/m3 LC","55","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/07/2017","AQS","080130012","1","17.4","ug/m3 LC","66","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/10/2017","AQS","080130012","1","1","ug/m3 LC","6","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/13/2017","AQS","080130012","1","19.4","ug/m3 LC","70","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/16/2017","AQS","080130012","1","7.3","ug/m3 LC","41","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/19/2017","AQS","080130012","1","6.2","ug/m3 LC","34","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/22/2017","AQS","080130012","1","2.7","ug/m3 LC","15","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/25/2017","AQS","080130012","1","8.2","ug/m3 LC","46","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/28/2017","AQS","080130012","1","2.7","ug/m3 LC","15","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"01/31/2017","AQS","080130012","1","2","ug/m3 LC","11","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"02/03/2017","AQS","080130012","1","12.7","ug/m3 LC","58","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"02/06/2017","AQS","080130012","1","1.8","ug/m3 LC","10","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"02/09/2017","AQS","080130012","1","1.2","ug/m3 LC","7","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"02/12/2017","AQS","080130012","1","2.4","ug/m3 LC","13","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"02/15/2017","AQS","080130012","1","5.5","ug/m3 LC","31","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"02/18/2017","AQS","080130012","1","1.9","ug/m3 LC","11","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"02/21/2017","AQS","080130012","1","1.5","ug/m3 LC","8","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"02/24/2017","AQS","080130012","1","4.9","ug/m3 LC","27","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"02/27/2017","AQS","080130012","1","5.5","ug/m3 LC","31","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/02/2017","AQS","080130012","1","1.6","ug/m3 LC","9","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/05/2017","AQS","080130012","1","3.5","ug/m3 LC","19","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/08/2017","AQS","080130012","1","1.5","ug/m3 LC","8","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/11/2017","AQS","080130012","1","7.4","ug/m3 LC","41","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/14/2017","AQS","080130012","1","2.8","ug/m3 LC","16","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/17/2017","AQS","080130012","1","4.5","ug/m3 LC","25","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/20/2017","AQS","080130012","1","3.6","ug/m3 LC","20","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/23/2017","AQS","080130012","1","3.6","ug/m3 LC","20","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/26/2017","AQS","080130012","1","2.5","ug/m3 LC","14","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"03/29/2017","AQS","080130012","1","2.2","ug/m3 LC","12","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/01/2017","AQS","080130012","1","4.2","ug/m3 LC","23","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/04/2017","AQS","080130012","1","2","ug/m3 LC","11","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/07/2017","AQS","080130012","1","2.7","ug/m3 LC","15","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/10/2017","AQS","080130012","1","4.3","ug/m3 LC","24","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/13/2017","AQS","080130012","1","6.3","ug/m3 LC","35","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/16/2017","AQS","080130012","1","4.8","ug/m3 LC","27","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/19/2017","AQS","080130012","1","3.1","ug/m3 LC","17","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/22/2017","AQS","080130012","1","2.6","ug/m3 LC","14","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/25/2017","AQS","080130012","1","1.5","ug/m3 LC","8","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"04/28/2017","AQS","080130012","1","1.8","ug/m3 LC","10","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/01/2017","AQS","080130012","1","1.7","ug/m3 LC","9","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/04/2017","AQS","080130012","1","3.7","ug/m3 LC","21","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/07/2017","AQS","080130012","1","4.2","ug/m3 LC","23","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/10/2017","AQS","080130012","1","3.3","ug/m3 LC","18","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/13/2017","AQS","080130012","1","4.1","ug/m3 LC","23","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/16/2017","AQS","080130012","1","4.2","ug/m3 LC","23","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/19/2017","AQS","080130012","1","1.8","ug/m3 LC","10","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/22/2017","AQS","080130012","1","2.3","ug/m3 LC","13","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/25/2017","AQS","080130012","1","2.7","ug/m3 LC","15","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/28/2017","AQS","080130012","1","2.7","ug/m3 LC","15","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"05/31/2017","AQS","080130012","1","5.3","ug/m3 LC","29","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"06/03/2017","AQS","080130012","1","4.2","ug/m3 LC","23","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"06/06/2017","AQS","080130012","1","4.9","ug/m3 LC","27","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"06/09/2017","AQS","080130012","1","5.6","ug/m3 LC","31","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"06/12/2017","AQS","080130012","1","7.6","ug/m3 LC","42","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"06/15/2017","AQS","080130012","1","4.3","ug/m3 LC","24","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
"06/18/2017","AQS","080130012","1","2.9","ug/m3 LC","16","BOULDER CHAMBER OF COMMERCE","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","14500","Boulder, CO","08","Colorado","013","Boulder","40.0210970009293","-105.263382"
