"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/05/2022","AQS","080010010","2","7.9","ug/m3 LC","44","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"04/11/2022","AQS","080010010","2","8.5","ug/m3 LC","47","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"04/17/2022","AQS","080010010","2","5.6","ug/m3 LC","31","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"04/23/2022","AQS","080010010","2","5.8","ug/m3 LC","32","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"04/29/2022","AQS","080010010","2","14.2","ug/m3 LC","61","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"05/05/2022","AQS","080010010","2","5.2","ug/m3 LC","29","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"05/11/2022","AQS","080010010","2","9","ug/m3 LC","50","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"05/17/2022","AQS","080010010","2","15","ug/m3 LC","62","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"05/23/2022","AQS","080010010","2","4.1","ug/m3 LC","23","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"05/29/2022","AQS","080010010","2","8.3","ug/m3 LC","46","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"06/04/2022","AQS","080010010","2","7.8","ug/m3 LC","43","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"06/10/2022","AQS","080010010","2","9.2","ug/m3 LC","51","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"06/16/2022","AQS","080010010","2","14","ug/m3 LC","60","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"06/22/2022","AQS","080010010","2","22.7","ug/m3 LC","76","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"06/28/2022","AQS","080010010","2","12.6","ug/m3 LC","58","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/04/2022","AQS","080010010","2","17.2","ug/m3 LC","66","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/10/2022","AQS","080010010","2","10","ug/m3 LC","53","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/16/2022","AQS","080010010","2","11","ug/m3 LC","55","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/25/2022","AQS","080010010","2","7.5","ug/m3 LC","42","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/28/2022","AQS","080010010","2","5.9","ug/m3 LC","33","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/03/2022","AQS","080010010","2","6.4","ug/m3 LC","36","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/09/2022","AQS","080010010","2","7","ug/m3 LC","39","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/15/2022","AQS","080010010","2","5.1","ug/m3 LC","28","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/21/2022","AQS","080010010","2","4.2","ug/m3 LC","23","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/27/2022","AQS","080010010","2","4.7","ug/m3 LC","26","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/02/2022","AQS","080010010","2","9.5","ug/m3 LC","52","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/08/2022","AQS","080010010","2","13.7","ug/m3 LC","60","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/14/2022","AQS","080010010","2","6.7","ug/m3 LC","37","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/20/2022","AQS","080010010","2","6.2","ug/m3 LC","34","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/26/2022","AQS","080010010","2","8.4","ug/m3 LC","47","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"10/02/2022","AQS","080010010","2","4.2","ug/m3 LC","23","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"10/08/2022","AQS","080010010","2","10.5","ug/m3 LC","54","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"10/14/2022","AQS","080010010","2","6.9","ug/m3 LC","38","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"10/20/2022","AQS","080010010","2","9.2","ug/m3 LC","51","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"10/26/2022","AQS","080010010","2","5.4","ug/m3 LC","30","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"11/01/2022","AQS","080010010","2","8.3","ug/m3 LC","46","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"11/07/2022","AQS","080010010","2","9","ug/m3 LC","50","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"11/13/2022","AQS","080010010","2","9.3","ug/m3 LC","51","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"11/19/2022","AQS","080010010","2","10.1","ug/m3 LC","53","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"11/25/2022","AQS","080010010","2","6.6","ug/m3 LC","37","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"12/01/2022","AQS","080010010","2","22.1","ug/m3 LC","75","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"12/07/2022","AQS","080010010","2","13.8","ug/m3 LC","60","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"12/13/2022","AQS","080010010","2","7.5","ug/m3 LC","42","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"12/22/2022","AQS","080010010","2","14.4","ug/m3 LC","61","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"12/25/2022","AQS","080010010","2","4.1","ug/m3 LC","23","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"12/31/2022","AQS","080010010","2","23","ug/m3 LC","77","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/01/2022","AQS","080010010","3","7.3","ug/m3 LC","41","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/02/2022","AQS","080010010","3","8.2","ug/m3 LC","46","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/03/2022","AQS","080010010","3","11.5","ug/m3 LC","55","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/04/2022","AQS","080010010","3","4.1","ug/m3 LC","23","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/05/2022","AQS","080010010","3","9.1","ug/m3 LC","51","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/06/2022","AQS","080010010","3","7.8","ug/m3 LC","43","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/07/2022","AQS","080010010","3","19.2","ug/m3 LC","70","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/08/2022","AQS","080010010","3","5.5","ug/m3 LC","31","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/09/2022","AQS","080010010","3","7.1","ug/m3 LC","39","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/10/2022","AQS","080010010","3","12.9","ug/m3 LC","58","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/11/2022","AQS","080010010","3","12.4","ug/m3 LC","57","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/12/2022","AQS","080010010","3","12.2","ug/m3 LC","57","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/13/2022","AQS","080010010","3","12.2","ug/m3 LC","57","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/14/2022","AQS","080010010","3","7","ug/m3 LC","39","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/15/2022","AQS","080010010","3","4.2","ug/m3 LC","23","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/16/2022","AQS","080010010","3","4.5","ug/m3 LC","25","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/17/2022","AQS","080010010","3","14.7","ug/m3 LC","61","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/18/2022","AQS","080010010","3","12.6","ug/m3 LC","58","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/19/2022","AQS","080010010","3","5","ug/m3 LC","28","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/20/2022","AQS","080010010","3","16.8","ug/m3 LC","65","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/21/2022","AQS","080010010","3","16.9","ug/m3 LC","66","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/22/2022","AQS","080010010","3","9.9","ug/m3 LC","52","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/23/2022","AQS","080010010","3","6.5","ug/m3 LC","36","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/24/2022","AQS","080010010","3","4.9","ug/m3 LC","27","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/25/2022","AQS","080010010","3","4.3","ug/m3 LC","24","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/26/2022","AQS","080010010","3","12","ug/m3 LC","56","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/27/2022","AQS","080010010","3","4.8","ug/m3 LC","27","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/28/2022","AQS","080010010","3","4.8","ug/m3 LC","27","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/29/2022","AQS","080010010","3","8.2","ug/m3 LC","46","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/30/2022","AQS","080010010","3","11.7","ug/m3 LC","56","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"01/31/2022","AQS","080010010","3","8.4","ug/m3 LC","47","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"02/01/2022","AQS","080010010","3","3.1","ug/m3 LC","17","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"02/02/2022","AQS","080010010","3","2.6","ug/m3 LC","14","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"02/03/2022","AQS","080010010","3","15.6","ug/m3 LC","63","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"02/04/2022","AQS","080010010","3","7.7","ug/m3 LC","43","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"02/05/2022","AQS","080010010","3","4.4","ug/m3 LC","24","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"02/06/2022","AQS","080010010","3","2.2","ug/m3 LC","12","Birch Street","1","100.0000","88101","PM2.5 - Local Conditions","195","GRIMM EDM Model 180 with naphion dryer","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
