"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/11/2015","AQS","080010006","1","21","ug/m3 SC","19","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/12/2015","AQS","080010006","1","15","ug/m3 SC","14","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/13/2015","AQS","080010006","1","25","ug/m3 SC","23","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/14/2015","AQS","080010006","1","34","ug/m3 SC","31","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/15/2015","AQS","080010006","1","59","ug/m3 SC","53","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/16/2015","AQS","080010006","1","55","ug/m3 SC","51","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/17/2015","AQS","080010006","1","13","ug/m3 SC","12","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/18/2015","AQS","080010006","1","10","ug/m3 SC","9","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/20/2015","AQS","080010006","1","16","ug/m3 SC","15","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/21/2015","AQS","080010006","1","9","ug/m3 SC","8","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/22/2015","AQS","080010006","1","33","ug/m3 SC","31","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/23/2015","AQS","080010006","1","31","ug/m3 SC","29","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/24/2015","AQS","080010006","1","36","ug/m3 SC","33","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/25/2015","AQS","080010006","1","13","ug/m3 SC","12","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/26/2015","AQS","080010006","1","40","ug/m3 SC","37","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/27/2015","AQS","080010006","1","49","ug/m3 SC","45","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/28/2015","AQS","080010006","1","60","ug/m3 SC","53","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/29/2015","AQS","080010006","1","20","ug/m3 SC","19","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/30/2015","AQS","080010006","1","54","ug/m3 SC","50","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"01/31/2015","AQS","080010006","1","17","ug/m3 SC","16","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/01/2015","AQS","080010006","1","9","ug/m3 SC","8","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/02/2015","AQS","080010006","1","25","ug/m3 SC","23","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/03/2015","AQS","080010006","1","23","ug/m3 SC","21","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/04/2015","AQS","080010006","1","12","ug/m3 SC","11","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/05/2015","AQS","080010006","1","31","ug/m3 SC","29","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/06/2015","AQS","080010006","1","39","ug/m3 SC","36","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/07/2015","AQS","080010006","1","24","ug/m3 SC","22","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/08/2015","AQS","080010006","1","15","ug/m3 SC","14","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/09/2015","AQS","080010006","1","42","ug/m3 SC","39","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/10/2015","AQS","080010006","1","46","ug/m3 SC","43","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/11/2015","AQS","080010006","1","15","ug/m3 SC","14","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/12/2015","AQS","080010006","1","41","ug/m3 SC","38","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/13/2015","AQS","080010006","1","50","ug/m3 SC","46","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/14/2015","AQS","080010006","1","38","ug/m3 SC","35","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/15/2015","AQS","080010006","1","14","ug/m3 SC","13","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/16/2015","AQS","080010006","1","6","ug/m3 SC","6","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/17/2015","AQS","080010006","1","13","ug/m3 SC","12","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/18/2015","AQS","080010006","1","27","ug/m3 SC","25","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/19/2015","AQS","080010006","1","37","ug/m3 SC","34","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/20/2015","AQS","080010006","1","35","ug/m3 SC","32","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/21/2015","AQS","080010006","1","5","ug/m3 SC","5","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/22/2015","AQS","080010006","1","5","ug/m3 SC","5","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/23/2015","AQS","080010006","1","28","ug/m3 SC","26","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/24/2015","AQS","080010006","1","21","ug/m3 SC","19","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/25/2015","AQS","080010006","1","11","ug/m3 SC","10","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/26/2015","AQS","080010006","1","6","ug/m3 SC","6","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/27/2015","AQS","080010006","1","16","ug/m3 SC","15","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"02/28/2015","AQS","080010006","1","31","ug/m3 SC","29","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/01/2015","AQS","080010006","1","29","ug/m3 SC","27","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/02/2015","AQS","080010006","1","50","ug/m3 SC","46","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/03/2015","AQS","080010006","1","16","ug/m3 SC","15","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/04/2015","AQS","080010006","1","10","ug/m3 SC","9","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/05/2015","AQS","080010006","1","50","ug/m3 SC","46","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/06/2015","AQS","080010006","1","53","ug/m3 SC","49","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/07/2015","AQS","080010006","1","36","ug/m3 SC","33","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/08/2015","AQS","080010006","1","25","ug/m3 SC","23","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/09/2015","AQS","080010006","1","42","ug/m3 SC","39","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/10/2015","AQS","080010006","1","49","ug/m3 SC","45","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/11/2015","AQS","080010006","1","60","ug/m3 SC","53","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/12/2015","AQS","080010006","1","71","ug/m3 SC","59","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/13/2015","AQS","080010006","1","33","ug/m3 SC","31","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/14/2015","AQS","080010006","1","28","ug/m3 SC","26","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/15/2015","AQS","080010006","1","16","ug/m3 SC","15","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/16/2015","AQS","080010006","1","84","ug/m3 SC","65","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/17/2015","AQS","080010006","1","31","ug/m3 SC","29","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/18/2015","AQS","080010006","1","51","ug/m3 SC","47","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/19/2015","AQS","080010006","1","16","ug/m3 SC","15","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/20/2015","AQS","080010006","1","27","ug/m3 SC","25","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/21/2015","AQS","080010006","1","20","ug/m3 SC","19","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/22/2015","AQS","080010006","1","16","ug/m3 SC","15","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/23/2015","AQS","080010006","1","40","ug/m3 SC","37","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/24/2015","AQS","080010006","1","19","ug/m3 SC","18","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/25/2015","AQS","080010006","1","9","ug/m3 SC","8","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/26/2015","AQS","080010006","1","20","ug/m3 SC","19","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/27/2015","AQS","080010006","1","25","ug/m3 SC","23","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/28/2015","AQS","080010006","1","25","ug/m3 SC","23","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/29/2015","AQS","080010006","1","38","ug/m3 SC","35","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/30/2015","AQS","080010006","1","16","ug/m3 SC","15","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"03/31/2015","AQS","080010006","1","27","ug/m3 SC","25","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/01/2015","AQS","080010006","1","44","ug/m3 SC","41","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/02/2015","AQS","080010006","1","13","ug/m3 SC","12","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/03/2015","AQS","080010006","1","10","ug/m3 SC","9","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/04/2015","AQS","080010006","1","26","ug/m3 SC","24","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/05/2015","AQS","080010006","1","19","ug/m3 SC","18","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/06/2015","AQS","080010006","1","38","ug/m3 SC","35","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/07/2015","AQS","080010006","1","32","ug/m3 SC","30","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/08/2015","AQS","080010006","1","30","ug/m3 SC","28","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/09/2015","AQS","080010006","1","13","ug/m3 SC","12","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/10/2015","AQS","080010006","1","34","ug/m3 SC","31","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/11/2015","AQS","080010006","1","27","ug/m3 SC","25","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/15/2015","AQS","080010006","1","58","ug/m3 SC","52","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/16/2015","AQS","080010006","1","6","ug/m3 SC","6","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/18/2015","AQS","080010006","1","8","ug/m3 SC","7","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/19/2015","AQS","080010006","1","8","ug/m3 SC","7","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/20/2015","AQS","080010006","1","19","ug/m3 SC","18","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/21/2015","AQS","080010006","1","33","ug/m3 SC","31","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/22/2015","AQS","080010006","1","37","ug/m3 SC","34","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/23/2015","AQS","080010006","1","28","ug/m3 SC","26","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/24/2015","AQS","080010006","1","50","ug/m3 SC","46","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/25/2015","AQS","080010006","1","18","ug/m3 SC","17","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/26/2015","AQS","080010006","1","2","ug/m3 SC","2","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/27/2015","AQS","080010006","1","6","ug/m3 SC","6","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
"04/28/2015","AQS","080010006","1","18","ug/m3 SC","17","Alsup Elementry School - Commerce City","1","100.0000","81102","PM10 Total 0-10um STP","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8260070009282","-104.937438"
