"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"07/25/2021","AQS","080010010","1","33","ug/m3 SC","31","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/26/2021","AQS","080010010","1","41","ug/m3 SC","38","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/27/2021","AQS","080010010","1","46","ug/m3 SC","43","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/28/2021","AQS","080010010","1","45","ug/m3 SC","42","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/29/2021","AQS","080010010","1","47","ug/m3 SC","44","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/30/2021","AQS","080010010","1","41","ug/m3 SC","38","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"07/31/2021","AQS","080010010","1","22","ug/m3 SC","20","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/01/2021","AQS","080010010","1","42","ug/m3 SC","39","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/02/2021","AQS","080010010","1","47","ug/m3 SC","44","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/03/2021","AQS","080010010","1","30","ug/m3 SC","28","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/04/2021","AQS","080010010","1","34","ug/m3 SC","31","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/05/2021","AQS","080010010","1","49","ug/m3 SC","45","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/06/2021","AQS","080010010","1","44","ug/m3 SC","41","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/07/2021","AQS","080010010","1","70","ug/m3 SC","58","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/08/2021","AQS","080010010","1","65","ug/m3 SC","56","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/09/2021","AQS","080010010","1","66","ug/m3 SC","56","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/10/2021","AQS","080010010","1","69","ug/m3 SC","58","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/11/2021","AQS","080010010","1","57","ug/m3 SC","52","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/12/2021","AQS","080010010","1","84","ug/m3 SC","65","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/13/2021","AQS","080010010","1","47","ug/m3 SC","44","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/14/2021","AQS","080010010","1","36","ug/m3 SC","33","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/15/2021","AQS","080010010","1","23","ug/m3 SC","21","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/16/2021","AQS","080010010","1","46","ug/m3 SC","43","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/17/2021","AQS","080010010","1","54","ug/m3 SC","50","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/18/2021","AQS","080010010","1","62","ug/m3 SC","54","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/19/2021","AQS","080010010","1","33","ug/m3 SC","31","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/20/2021","AQS","080010010","1","19","ug/m3 SC","18","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/21/2021","AQS","080010010","1","24","ug/m3 SC","22","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/22/2021","AQS","080010010","1","19","ug/m3 SC","18","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/23/2021","AQS","080010010","1","25","ug/m3 SC","23","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/24/2021","AQS","080010010","1","34","ug/m3 SC","31","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/25/2021","AQS","080010010","1","38","ug/m3 SC","35","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/26/2021","AQS","080010010","1","41","ug/m3 SC","38","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/27/2021","AQS","080010010","1","32","ug/m3 SC","30","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/28/2021","AQS","080010010","1","40","ug/m3 SC","37","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/29/2021","AQS","080010010","1","25","ug/m3 SC","23","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/30/2021","AQS","080010010","1","60","ug/m3 SC","53","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"08/31/2021","AQS","080010010","1","60","ug/m3 SC","53","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/01/2021","AQS","080010010","1","70","ug/m3 SC","58","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/02/2021","AQS","080010010","1","29","ug/m3 SC","27","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/03/2021","AQS","080010010","1","25","ug/m3 SC","23","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/04/2021","AQS","080010010","1","18","ug/m3 SC","17","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/05/2021","AQS","080010010","1","23","ug/m3 SC","21","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/06/2021","AQS","080010010","1","27","ug/m3 SC","25","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/07/2021","AQS","080010010","1","63","ug/m3 SC","55","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
"09/08/2021","AQS","080010010","1","77","ug/m3 SC","62","Birch Street","1","100.0000","81102","PM10 Total 0-10um STP","127","19740","Denver-Aurora-Lakewood, CO","08","Colorado","001","Adams","39.8281","-104.93647"
